"Owners","LicenseNumber","BusinessName","Status","IssueDate","RenewDate","ExpireDate","HasTelemedicine","PhysicalCity","PhysicalCountry","PhysicalLine1","PhysicalLine2","PhysicalState","PhysicalZip","PhysicalZipPlus","MailingCity","MailingCountry","MailingLine1","MailingLine2","MailingState","MailingZip","MailingZipPlus"
"Second Chance Support Services LLC",2146149,"Second Chance Support Services LLC","Active",12/23/2021,3/3/2026,12/31/2027,"No","ANCHORAGE","UNITED STATES","741 IRWIN ST","UNITY 2","AK","99508",,"ANCHORAGE","UNITED STATES","741 IRWIN ST","UNITY 2","AK","99508",
"BRK Holdings, LLC",2146154,"BRK Holdings, LLC","Active",12/23/2021,10/7/2025,12/31/2027,"No","EAGLE RIVER","UNITED STATES","11145 ASHLEY PARK LN",,"AK","99577","8112","EAGLE RIVER","UNITED STATES","11145 ASHLEY PARK LN",,"AK","99577","8112"
"ELISE FALCONER",2146159,"Falconers figure skating","Active",12/23/2021,10/24/2025,12/31/2027,"No","Anchorage","UNITED STATES","10600 Vosikof Place",,"AK","99507",,"Anchorage","UNITED STATES","PO BOX 111834",,"AK","99511",
"Chad Dolbeare",2146164,"Pacwest Taxidermy","Active",12/23/2021,10/18/2025,12/31/2026,"No","Petersburg","UNITED STATES","905 Odin St","Peter","AK","99833",,"Petersburg","UNITED STATES","P.O. BOX 574",,"AK","99833",
"Andrea Wade",2146166,"Andrea's Ancestry","Active",12/24/2021,12/31/2025,12/31/2027,"No","Fairbanks","UNITED STATES","2631 Lunar Lane",,"AK","99712",,"North Pole","UNITED STATES","3170 Brookview Ln",,"AK","99705",
"Stellers J Shredding, LLC",2146167,"Stellers J Shredding, LLC","Active",12/24/2021,12/27/2025,12/31/2027,"No","Anchorage","UNITED STATES","9842 Reliance Dr.",,"AK","99507",,"Anchorage","UNITED STATES","9842 Reliance Dr.",,"AK","99507",
"Sund Family Adventures, LLC",2146168,"Sund Family Adventures, LLC","Active",12/24/2021,11/26/2025,12/31/2027,"No","Homer","UNITED STATES","40909 Solstice Drive",,"AK","99603","8343","Kramer","UNITED STATES","9189 5th Avenue NW",,"ND","58748","9527"
"ALASKAN FRAMING SOLUTIONS LIMITED PARTNERSHIP",2146171,"Alaskan Framing Solutions Limited Partnership","Active",12/24/2021,5/13/2025,12/31/2026,"No","Anchorage","UNITED STATES","12100 Industry Way, Unit P1-6",,"AK","99516",,"Anchorage","UNITED STATES","16565 Manorwood Pointe Cir.",,"AK","99516",
"AMGP, Inc.",2146172,"AMGP, Inc.","Active",12/24/2021,11/14/2025,12/31/2027,"No","Anchorage","UNITED STATES","16565 Manorwood Pointe Cir.",,"AK","99516",,"Anchorage","UNITED STATES","16565 Manorwood Pointe Cir.",,"AK","99516",
"Jingle LLC",2146176,"Malemute Saloon","Active",12/24/2021,2/9/2026,12/31/2027,"No","Ester","UNITED STATES","3660 Main St",,"AK","99725",,"Ester","UNITED STATES","P O Box 250",,"AK","99725",
"FRESH ALE PUBS LIMITED LIABILITY COMPANY",2146178,"Eye Tooth","Active",12/24/2021,12/9/2025,12/31/2027,"No","Anchorage","UNITED STATES","8330 KING ST, ANCHORAGE, AK 99518",,"AK","99518",,"Anchorage","UNITED STATES","1317 W Northern Lights Blvd, #8",,"AK","99503",
"Jule Harle Heim",2146180,"Alaska Packraft School","Active",12/24/2021,1/11/2026,12/31/2027,"No","Anchorage","UNITED STATES","8520 Mentra Circle",,"AK","99518",,"Girdwood","UNITED STATES","PO BOX 601",,"AK","99587",
"Alexia Petrick; Keith Nelson;",2146183,"Resting Place","Active",12/25/2021,1/7/2026,12/31/2027,"No","Fairbanks","UNITED STATES","4573 Wood River Drive",,"AK","99709","3404","Fairbanks","UNITED STATES","4573 Wood River Drive",,"AK","99709","3404"
"OLV, LLC",2146188,"A Wasilla Mini Storage","Active",12/25/2021,12/7/2025,12/31/2027,"No","Anchorage","UNITED STATES","6000 C St STE 205","9074418071","AK","99518",,"Anchorage","UNITED STATES","6000 C ST","STE 205","AK","99518",
"Scorpion Oilfield Services LLC",2146189,"Scorpion Oilfield Services LLC","Active",12/25/2021,12/26/2025,12/31/2027,"No","Wasilla","UNITED STATES","650 w stormy circle",,"AK","99654",,"Wasilla","UNITED STATES","650 w stormy circle",,"AK","99654",
"Dennis McGlothin",2146193,"Triple D Coins & Collectables","Active",12/25/2021,1/1/2026,12/31/2027,"No","CopperCenter","UNITED STATES","Mile 102 Old Richardson",,"AK","99573",,"Copper Center","UNITED STATES","PO box 27",,"AK","99573","0027"
"Brian Reishus",2146194,"House Hunter Enterprises","Active",12/25/2021,12/10/2025,12/31/2026,"No","Anchorage","UNITED STATES","4103 Cosmos Dr",,"AK","99517",,"Anchorage","UNITED STATES","4103 Cosmos Dr",,"AK","99517",
"Thomas Listberger",2146197,"Dereks handcrafted calls ","Active",12/25/2021,12/13/2025,12/31/2027,"No","Juneau","UNITED STATES","2001 Glacier Bear Blvd",,"AK","99801",,"Juneau","UNITED STATES","2001 Glacier Bear Blvd",,"AK","99801",
"Coleman Incorporated",2146199,"Marijuana Handlers","Active",12/26/2021,12/30/2025,12/31/2026,"No","Anchorage","UNITED STATES","12005 Wilderness Road",,"AK","99516",,"Anchorage","UNITED STATES","12005 Wilderness Road",,"AK","99516",
"THEODORE JACOBSON; Andrea Jacobson;",2146208,"T & A Rentals","Active",12/26/2021,10/7/2025,12/31/2026,"No","Anchorage","UNITED STATES","2321 Yorktown Circle","9077709060","AK","99507",,"Anchorage","UNITED STATES","2321 Yorktown Cir",,"AK","99507",
"Kym Song",2146211,"Ak Aloha Designs ","Active",12/26/2021,10/7/2024,12/31/2026,"No","WASILLA","UNITED STATES","4071 W THUNDER CLOUD DR",,"AK","99623",,"WASILLA","UNITED STATES","4071 W THUNDER CLOUD DR",,"AK","99623",
"Trudy Brister",2146221,"Alaskan Bristers","Active",12/26/2021,12/26/2025,12/31/2026,"No","Fairbanks","UNITED STATES","1149 Broadview Drive",,"TX","99712",,"Fairbanks","UNITED STATES","1159 Broadview Drive",,"AK","99712",
"LELAND ROBBINS",2146235,"AS DOWNTOWN BED AND BREAKFAST","Active",12/27/2021,12/8/2025,12/31/2027,"No","KODIAK","UNITED STATES","208 E REZANOF DRIVE",,"AK","99615",,"KODIAK","UNITED STATES","PO BOX 1426",,"AK","99615",
"Island Acoustical LLC",2146249,"Island acoustical LLC","Active",12/27/2021,10/9/2025,12/31/2027,"No","ketchikan","UNITED STATES","5671 Robertson Cutoff",,"AK","99901",,"ketchikan","UNITED STATES","5671 Robertson Cutoff",,"AK","99901",
"FUNN Unlimited LLC",2146252,"FUNN Unlimited LLC","Active",12/27/2021,12/15/2025,12/31/2026,"No","Wasilla","UNITED STATES","3598 N MAGNOLIA CIR",,"AK","99654",,"Wasilla","UNITED STATES","3598 N MAGNOLIA CIR",,"AK","99654",
"Devin Hurley",2146258,"Devin Hurley","Active",12/27/2021,10/6/2025,12/31/2027,"No","Kodiak","UNITED STATES","1518 Mission Road",,"AK","99615",,"Kodiak","UNITED STATES","P.O. Box 864",,"AK","99615",
"AKCO Fisheries LLC",2146259,"AKCO Fisheries, LLC","Active",12/27/2021,1/28/2026,12/31/2027,"No","Coffman Cove","UNITED STATES","204 Loggers Ln",,"AK","99918",,"Buena Vista","UNITED STATES","29650 County Road 361",,"CO","81211",
"SunStar Alaska Bed and Breakfast LLC",2146260,"SunStar Alaska Bed and Breakfast LLC","Active",12/27/2021,10/6/2025,12/31/2027,"No","Anchorage","UNITED STATES","7400 Tikchik Circle",,"AK","99504",,"Anchorage","UNITED STATES","7400 Tikchik Circle",,"AK","99504",
"Jean Rogan",2146263,"Jeannie's Touch Massage","Active",12/27/2021,10/1/2025,12/31/2027,"No","Craig","UNITED STATES","West Wind Plaza Suite 109",,"AK","99921",,"Craig","UNITED STATES","PO Box 1296",,"AK","99921","1296"
"SCSAK LLC",2146266,"SCSAK LLC","Active",12/27/2021,12/14/2025,12/31/2027,"No","Palmer","UNITED STATES","1150 S. Colony Way STE3 PMB218","STE3 PMB218","AK","99645",,"Palmer","UNITED STATES","1150 S Colony Way","STE3 PMB218","AK","99645",
"Weaver Garage Doors LLC",2146275,"Weaver Garage Doors LLC","Active",12/27/2021,11/12/2025,12/31/2027,"No","Soldotna","UNITED STATES","44983 Turnbull Ave",,"AK","99669",,"Sterling ","UNITED STATES","PO Box 23",,"AK","99672",
"AKSM-IT Project Management Group L.L.C",2146276,"AKSM-IT Project Management Group ","Active",12/27/2021,10/7/2025,12/31/2027,"No","Anchorage, AK","UNITED STATES","3665 Henderson Loop",,"AK","99507",,"anchorage","UNITED STATES","POB 230328","Anchorage,  AK  99523","AK","99523",
"Charles Pearman",2146281,"CRP Enterprises","Active",12/27/2021,10/26/2025,12/31/2027,"No","Kodiak","UNITED STATES","2445 Selief Lane","2445 Selief Lane","AK","99615",,"Kodiak","UNITED STATES","PO Box 8782",,"AK","99615",
"Tank  Jones",2146282,"Tank Jones Investigations ","Active",12/27/2021,3/9/2026,12/31/2027,"No","Anchorage","UNITED STATES","745 W 4th Ave","Ste 300","AK","99501",,"Anchorage","UNITED STATES","4131 Florina #15",,"AK","99508",
"Mogen Trucking LLC",2146290,"Mogen Trucking ","Active",12/27/2021,11/4/2025,12/31/2027,"No","Wasilla","UNITED STATES","851 South Begich Drive",,"AK","99654",,"Wasilla","UNITED STATES","851 South Begich Drive",,"AK","99654",
"Melissa Motta",2146291,"Key Realty Group","Active",12/27/2021,12/28/2025,12/31/2027,"No","Anchorage","UNITED STATES","750 e Fireweed Ln","Ste 120","AK","99503",,"Wasilla","UNITED STATES","401 e Forest Dr",,"AK","99654",
"EARL DAVIDSON",2146294,"DAVIDSON RENTALS","Active",12/27/2021,10/2/2025,12/31/2027,"No","KODIAK","UNITED STATES","1022 E REZANOF DR",,"AK","99615",,"KODIAK","UNITED STATES","PO BOX 8903",,"AK","99615",
"Leonard & Martens, LLC",2146305,"Leonard & Martens, LLC","Active",12/27/2021,10/10/2025,12/31/2027,"No","ANCHORAGE","UNITED STATES","3401 Denali Street STE 103",,"AK","99503",,"ANCHORAGE","UNITED STATES","3401 Denali Street STE 103",,"AK","99503",
"Tarayla, LLC",2146306,"Tarayla Tech","Active",12/27/2021,12/31/2025,12/31/2027,"No","Palmer","UNITED STATES","9510 N Glenn Hwy",,"AK","99645",,"Palmer","UNITED STATES","9510 N Glenn Hwy",,"AK","99645",
"Kristen  Glover; Jeff  Glover;",2146308,"The Paper Birch Company ","Active",12/27/2021,10/20/2025,12/31/2027,"No","Delta Junction","UNITED STATES","4125 TO Brooks Lane",,"AK","99737",,"Delta Junction","UNITED STATES","PO Box 37",,"AK","99737",
"Kevin  Barnett",2146314,"Homer Vending Company ","Active",12/27/2021,3/2/2026,12/31/2026,"No","Select","UNITED STATES","4525 Craftsman Rd",,"AK","99603",,"Homer","UNITED STATES","4525 Craftsman ",,"AK","99603",
"Chris Peterson",2146319,"Hardware Consultants and I.T.","Active",12/27/2021,11/8/2024,12/31/2026,"No","Anchorage","UNITED STATES","900 E 10TH AVE",,"AK","99501",,"Anchorage","UNITED STATES","900 E 10th Ave",,"AK","99501",
"Theresa Simons; Seth Simons;",2146325,"Vantage Point Accounting","Active",12/27/2021,10/19/2024,12/31/2026,"No","Anchor Point","UNITED STATES","72624 Grumman Ave",,"AK","99556",,"Anchor Point","UNITED STATES","PO Box 358",,"AK","99556",
"Tyler Properties LLC",2146338,"Tyler Properties","Active",12/28/2021,12/8/2025,12/31/2026,"No","Anchorage","UNITED STATES","7750 Berry Circle",,"AK","99502",,"Anchorage","UNITED STATES","7750 Berry Circle",,"AK","99502",
"VP Investments LLC",2146340,"VP Investments LLC","Active",12/28/2021,11/19/2025,12/31/2027,"No","Ketchikan","UNITED STATES","636 Stedman Street",,"AK","99901",,"Ketchikan","UNITED STATES","636 Stedman Street",,"AK","99901",
"Patrice Higgins",2146342,"Doodle Doo Boutique","Active",12/28/2021,12/12/2025,12/31/2027,"No","Anchorage","UNITED STATES","240 Center Ct",,"AK","99518",,"Anchorage","UNITED STATES","240 Center Ct",,"AK","99518",
"Carrie Kline",2146344,"CLK Arts","Active",12/28/2021,11/3/2024,12/31/2026,"Yes","Juneau","UNITED STATES","2770 SHERWOOD LN ","Suite 2-F","AK","99801",,"Juneau","UNITED STATES","2770 SHERWOOD LN ","Suite 2-F","AK","99801",
"Keri Blace",2146345,"Keri Blace - Realtor","Active",12/28/2021,10/31/2025,12/31/2027,"No","Farmington","UNITED STATES","18891 Emblem Ct",,"MN","55024",,"Farmington","UNITED STATES","18891 Emblem Ct",,"MN","55024",
"WESTERN COMBUSTION LLC.",2146351,"WESTERN COMBUSTION LLC","Active",12/28/2021,10/7/2025,12/31/2027,"No","Mountlake Terrace","UNITED STATES","6408 216th St SW","Suite A","WA","98043",,"Mountlake Terrace","UNITED STATES","6408 216th St SW","Suite A","WA","98043",
"Elite Frontier Alaska, LLC",2146354,"Elite Frontier Alaska, LLC","Active",12/28/2021,12/5/2025,12/31/2027,"No","Wasilla","UNITED STATES","1689 S. Knik Goose Bay Rd.","Suite 100","AK","99654",,"Wasilla","UNITED STATES","1689 S. Knik Goose Bay Rd.","Suite 100","AK","99654",
"Elite Frontier Alaska, LLC",2146356,"Elite Real Estate Group","Active",12/28/2021,12/5/2025,12/31/2027,"No","WASILLA","UNITED STATES","1689 S KNIK GOOSE BAY RD","STE 100","AK","99654",,"WASILLA","UNITED STATES","1689 S KNIK GOOSE BAY RD","STE 100","AK","99654",
"Untangling Tarot LLC",2146362,"Untangling Tarot LLC","Active",12/28/2021,10/31/2025,12/31/2026,"No","Fairbanks","UNITED STATES","1329 Heldiver Street",,"AK","99709",,"Fairbanks","UNITED STATES","1329 Heldiver Street",,"AK","99709",
"MINN-ALASKA TRANSPORT, LLC",2146366,"MINN-ALASKA TRANSPORT, LLC","Active",12/28/2021,10/8/2024,12/31/2026,"No","BILLINGS","UNITED STATES","221 LOMOND LANE",,"MT","59101",,"BILLINGS","UNITED STATES","PO BOX 1472",,"MT","59103",
"Jolie McKay",2146373,"TechEDU","Active",12/28/2021,10/20/2025,12/31/2026,"No","Eagle River","UNITED STATES","9024 Wallace ST",,"AK","99755",,"Eagle River","UNITED STATES","9024 Wallace ST",,"AK","99755",
"Louis Bonner",2146374,"KRAZY FRIES ","Active",12/28/2021,12/8/2025,12/31/2026,"No","Anchorage","UNITED STATES","7211 Chad St","Anchorage, AK 99518","AK","99518",,"Anchorage","UNITED STATES","7211 Chad St","Anchorage, AK 99518","AK","99518",
"North Star Ventures LLC",2146377,"Stikine Inn","Active",12/28/2021,12/23/2025,12/31/2027,"No","Wrangell","UNITED STATES","107 Stikine Ave",,"AK","99929",,"Ketchikan","UNITED STATES","P.O. Box 5503",,"AK","99901",
"Tyee Properties, LLC",2146381,"Tyee Properties, LLC","Active",12/28/2021,1/23/2026,12/31/2027,"No","Homer","UNITED STATES","46073 Bear Cove REM SW",,"AK","99603",,"Homer","UNITED STATES","P.O. Box 243",,"AK","99603",
"TINA M. BAUGHER LLC",2146382,"Homer Seaside cottages","Active",12/28/2021,10/27/2025,12/31/2027,"No","Anchorage ","UNITED STATES","209 w. Dimond Blvd 4",,"AK","99515","1932","Anchorage","UNITED STATES","209 w. Dimond Blvd #4",,"AK","99515","1932"
"Penney OpCo LLC",2146384,"The Salon by InStyle Inside JCPenney","Active",12/28/2021,12/2/2025,12/31/2026,"No","ANCHORAGE","UNITED STATES","406 W 5TH AVE",,"AK","99501",,"Wilmington","UNITED STATES","251 Little Falls Drive",,"DE","19808",
"Tae Kwon Do Elite USA LLC",2146387,"Xtreme Taekwondo","Active",12/28/2021,4/14/2026,12/31/2026,"No","Anchorage","UNITED STATES","500 Muldoon Rd #8",,"AK","99504",,"Eagle River","UNITED STATES","19727 Cicutta Way",,"AK","99577",
"Impact Campus Ministries",2146391,"Impact Campus Ministries","Active",12/28/2021,1/8/2026,12/31/2026,"No","Mosciw","UNITED STATES","415 S Polk St",,"ID","83843",,"Moscow","UNITED STATES","PO Box 8492",,"ID","83843",
"Woven Acupuncture LLC",2146395,"Woven Acupuncture LLC","Active",12/28/2021,10/6/2025,12/31/2027,"No","FAIRBANKS","UNITED STATES","3535 COLLEGE RD, Suite 202",,"AK","99709",,"FAIRBANKS","UNITED STATES","3535 COLLEGE RD","Suite 202","AK","99709",
"GITSIT SOLUTIONS, LLC",2146400,"GITSIT SOLUTIONS, LLC","Active",12/21/2021,10/1/2025,12/31/2026,"No","Orange","UNITED STATES","333 S. Anita Drive, Ste. 400","7143522081","CA","92868",,"ORANGE","UNITED STATES","333 S ANITA DR STE 400",,"CA","92868",
"MONEX INC.",2146402,"MONEX USA","Active",12/21/2021,12/22/2025,12/31/2027,"No","WASHINGTON","UNITED STATES","1101 K ST NW STE 600",,"DC","20005",,"WASHINGTON","UNITED STATES","1101 K ST NW STE 600",,"DC","20005",
"Donna Smith",2146405,"Naturally You Esthetics & Bodywork","Active",12/28/2021,12/31/2025,12/31/2027,"No","Anchorage","UNITED STATES","101 E Ninth Ave","A3","AK","99501",,"Chugiak ","UNITED STATES","P.o. box 671422",,"AK","99567","1422"
"Don  Kiely",2146412,"Outside in Alaska","Active",12/28/2021,10/17/2025,12/31/2027,"No","Fairbanks","UNITED STATES","3129 Bunch Berry Lane",,"AK","99709",,"Fairbanks","UNITED STATES","PO Box 80263",,"AK","99708",
"K&B Real Estates LLC",2146419,"K&B Real Estates LLC","Active",12/28/2021,1/2/2026,12/31/2027,"No","Ketchikan","UNITED STATES","300 Main Street",,"AK","99901",,"Ketchikan","UNITED STATES","300 Main Street",,"AK","99901",
"SIGHT PARTNERS PHYSICIANS, INC.",2146425,"Mountain View Eye Center","Active",12/28/2021,10/21/2025,12/31/2026,"No","Fairbanks","UNITED STATES","2555 Phillips Field Road","SUITE 100","AK","99709",,"EVERETT","UNITED STATES","2707 COLBY AVE","SUITE 1200","WA","98201",
"Vladimir Kosmin",2146428,"All Terrain Solutions","Active",12/28/2021,12/30/2025,12/31/2026,"No","Delta Junction","UNITED STATES","2415 rapids st",,"AK","99737",,"Delta Junction","UNITED STATES","PO Box 384",,"AK","99737",
"Northstarr LLC",2146431,"Seams Like Home ","Active",12/28/2021,10/20/2025,12/31/2027,"No","Anchorage","UNITED STATES","2153 E88th Ave",,"AK","99507",,"Anchorage","UNITED STATES","2153 E88th Ave",,"AK","99507",
"Bear's RV Necessities LLC",2146436,"Bear's RV Necessities LLC","Active",12/28/2021,11/14/2024,12/31/2026,"No","Anchorage","UNITED STATES","8632 Boundary Ave","P2","AK","99504",,"Anchorage","UNITED STATES","P.O. Box 240593",,"AK","99524",
"ADP, INC.",2146447,"ADP, Inc. ","Active",12/29/2021,12/20/2023,12/31/2027,"No","ROSELAND","UNITED STATES","ONE ADP BLVD.","MS 433","NJ","07068",,"ROSELAND","UNITED STATES","ONE ADP BLVD.","MS 433","NJ","07068",
"Ott Grosvenor, LLC",2146448,"Ott Grosvenor, LLC","Active",12/29/2021,11/13/2024,12/31/2026,"No","Aleknagik","UNITED STATES","7 Suravak Rd",,"AK","99555",,"Dillingham","UNITED STATES","PO box 313",,"AK","99576","0313"
"Emily Bass Strategies, LLC",2146449,"Emily Bass Strategies, LLC","Active",12/29/2021,10/14/2025,12/31/2027,"No","Silver LAke","UNITED STATES","69 Alexander Ave",,"NH","03875",,"Silver LAke","UNITED STATES","P.O. Box 8",,"NH","03875",
"Tara Carter",2146453,"TLClean ","Active",12/29/2021,12/22/2024,12/31/2026,"No","Anchorage","UNITED STATES","2805 Wisconsin Street","#2","AK","99517",,"Anchorage","UNITED STATES","2805 Wisconsin Street","#2","AK","99517",
"FARRINGTON'S APPRAISAL SERVICES, LLC",2146454,"FARRINGTON'S APPRAISAL SERVICES, LLC","Active",12/29/2021,12/29/2025,12/31/2026,"No","MOOSE PASS","UNITED STATES","41384 SEWARD HWY",,"AK","99631",,"MOOSE PASS","UNITED STATES","PO BOX 127",,"AK","99631",
"Ward Person",2146458,"Lakeside Airbnb","Active",12/29/2021,10/18/2025,12/31/2027,"No","Fairbanks","UNITED STATES","3091 Spafford Lane, #1","9072996664","AK","99709",,"Fairbanks","UNITED STATES","3091 Spafford lane ","#1","AK","99709",
"Commercial Concrete & Re-bar Placement of Alaska, LLC",2146460,"Commercial Concrete & Re-Bar Placement of Alaska, LLC","Active",12/29/2021,4/30/2026,12/31/2027,"No","Wasilla","UNITED STATES","3474 N Brocton Ave #1",,"AK","99654",,"Wasilla","UNITED STATES","3474 N Brocton Ave #1",,"AK","99654",
"Pure Haven LLC",2146461,"Pure Haven LLC","Active",12/29/2021,10/3/2025,12/31/2027,"No","Johnston","UNITED STATES","1 Carding Lane",,"RI","02919",,"Johnston","UNITED STATES","1 Carding Lane",,"RI","02919",
"VICTOR BOLDYNYUK",2146465,"ALASKA AUTO PLUS ","Active",12/29/2021,12/8/2025,12/31/2026,"No","Delta Junction","UNITED STATES","HC 60 Box 3205",,"AK","99737",,"Delta Junction","UNITED STATES","HC 60 Box 3205",,"AK","99737",
"Big Sky Properties LLC",2146466,"Big Sky Properties LLC","Active",12/29/2021,10/22/2024,12/31/2026,"No","Anchorage","UNITED STATES","821 N ST","STE 102","AK","99501",,"Sutherlin","UNITED STATES","PO BOX 611",,"OR","97479",
"Juneau Tours, Inc",2146467,"Juneau Tours & Whale Watch","Active",12/29/2021,12/18/2025,12/31/2027,"No","Juneau","UNITED STATES","190 Mill Street",,"AK","99801",,"Juneau","UNITED STATES","PO Box 21795",,"AK","99802",
"Jennifer Sullivan",2146474,"Sullivan Inspections & Consulting Services","Active",12/29/2021,10/21/2025,12/31/2027,"No","Wasilla","UNITED STATES","1601 West Riffle St",,"AK","99654",,"Wasilla","UNITED STATES","1601 West Riffle St",,"AK","99654",
"Raven Rental LLC",2146475,"Raven Rental LLC","Active",12/29/2021,11/6/2025,12/31/2027,"No","Sitka","UNITED STATES","1726 Halibut Pt. Road",,"AK","99835",,"Sitka","UNITED STATES","1726 Halibut Pt. Road",,"AK","99835",
"Sheri Boss",2146476,"Boss Realty","Active",12/29/2021,1/4/2026,12/31/2027,"No","Wasilla","UNITED STATES","3201 N Eureka Circle",,"AK","99654",,"Wasilla","UNITED STATES","3201 N Eureka Circle",,"AK","99654",
"Laura Kolasa",2146477,"Wellspring Studies","Active",12/29/2021,12/30/2025,12/31/2026,"No","Fairbanks","UNITED STATES","988 Crocus Way",,"AK","99712",,"Fairbanks","UNITED STATES","PO Box 72461",,"AK","99707",
"Terri Olsen; Timothy Olsen;",2146488,"TO Rentals","Active",12/29/2021,12/2/2025,12/31/2027,"No","Fairbanks","UNITED STATES","2801 Chief Alexander Dr",,"AK","99709",,"Fairbanks","UNITED STATES","2142 Airport Way",,"AK","99701",
"This-El-Do, Inc.",2146489,"This-El-Do, INC","Active",12/29/2021,10/20/2025,12/31/2026,"No","Cordova ","UNITED STATES","Mile 2.2 Whitshed Road",,"AK","99574",,"Cordova","UNITED STATES","Box 223 ",,"AK","99574",
